timestamp,cluster_node_list,cpu_usage_percentage,node_status,cpu_reserve,mem_usage_percentage,mem_reserve,Power,Energy
2024/07/22 09:53:34,"['cillium4', 'cillium1', 'cillium2', 'cillium3']","{'cillium1': 8.05, 'cillium4': 0.44}","{'cillium4': True, 'cillium1': True, 'cillium2': False, 'cillium3': False}","{'cillium1': 0.2, 'cillium4': 0}","{'cillium1': 8.14, 'cillium4': 2.4}","{'cillium1': 0.15, 'cillium4': 0}",80,81.2
2024/07/22 09:53:49,"['cillium4', 'cillium1', 'cillium2', 'cillium3']","{'cillium1': 7.7, 'cillium4': 0.51}","{'cillium4': True, 'cillium1': True, 'cillium2': False, 'cillium3': False}","{'cillium1': 0.2, 'cillium4': 0}","{'cillium1': 8.06, 'cillium4': 2.39}","{'cillium1': 0.15, 'cillium4': 0}",80,81.2
2024/07/22 09:54:05,"['cillium4', 'cillium1', 'cillium2', 'cillium3']","{'cillium1': 7.68, 'cillium4': 0.77}","{'cillium4': True, 'cillium1': True, 'cillium2': False, 'cillium3': False}","{'cillium1': 0.3, 'cillium4': 0.4}","{'cillium1': 8.77, 'cillium4': 2.57}","{'cillium1': 1.22, 'cillium4': 4.29}",90,81.2
2024/07/22 09:54:20,"['cillium4', 'cillium1', 'cillium2', 'cillium3']","{'cillium1': 7.96, 'cillium4': 5.75}","{'cillium4': True, 'cillium1': True, 'cillium2': False, 'cillium3': False}","{'cillium1': 0.3, 'cillium4': 0.4}","{'cillium1': 9.02, 'cillium4': 6.85}","{'cillium1': 1.22, 'cillium4': 4.29}",90,81.2
2024/07/22 09:54:36,"['cillium4', 'cillium1', 'cillium2', 'cillium3']","{'cillium1': 8.92, 'cillium4': 10.74}","{'cillium4': True, 'cillium1': True, 'cillium2': False, 'cillium3': False}","{'cillium1': 0.3, 'cillium4': 0.4}","{'cillium1': 9.24, 'cillium4': 5.62}","{'cillium1': 1.22, 'cillium4': 4.29}",90,81.2
2024/07/22 09:54:51,"['cillium4', 'cillium1', 'cillium2', 'cillium3']","{'cillium1': 9.03, 'cillium4': 15.41}","{'cillium4': True, 'cillium1': True, 'cillium2': False, 'cillium3': False}","{'cillium1': 0.3, 'cillium4': 0.4}","{'cillium1': 9.49, 'cillium4': 6.07}","{'cillium1': 1.22, 'cillium4': 4.29}",90,81.2
2024/07/22 09:55:07,"['cillium4', 'cillium1', 'cillium2', 'cillium3']","{'cillium1': 9.05, 'cillium4': 15.53}","{'cillium4': True, 'cillium1': True, 'cillium2': False, 'cillium3': False}","{'cillium1': 0.3, 'cillium4': 0.4}","{'cillium1': 9.95, 'cillium4': 6.22}","{'cillium1': 1.22, 'cillium4': 4.29}",90,81.2
2024/07/22 09:55:22,"['cillium4', 'cillium1', 'cillium2', 'cillium3']","{'cillium1': 8.82, 'cillium4': 15.55}","{'cillium4': True, 'cillium1': True, 'cillium2': False, 'cillium3': False}","{'cillium1': 0.3, 'cillium4': 0.4}","{'cillium1': 8.43, 'cillium4': 5.84}","{'cillium1': 1.22, 'cillium4': 4.29}",90,81.2
2024/07/22 09:55:37,"['cillium4', 'cillium1', 'cillium2', 'cillium3']","{'cillium1': 9.0, 'cillium4': 15.58}","{'cillium4': True, 'cillium1': True, 'cillium2': False, 'cillium3': False}","{'cillium1': 0.3, 'cillium4': 0.4}","{'cillium1': 8.73, 'cillium4': 5.45}","{'cillium1': 1.22, 'cillium4': 4.29}",90,81.2
2024/07/22 09:55:53,"['cillium4', 'cillium1', 'cillium2', 'cillium3']","{'cillium1': 8.89, 'cillium4': 15.52}","{'cillium4': True, 'cillium1': True, 'cillium2': False, 'cillium3': False}","{'cillium1': 0.3, 'cillium4': 0.4}","{'cillium1': 8.88, 'cillium4': 6.57}","{'cillium1': 1.22, 'cillium4': 4.29}",90,81.2
2024/07/22 09:56:08,"['cillium4', 'cillium1', 'cillium2', 'cillium3']","{'cillium1': 8.82, 'cillium4': 15.55}","{'cillium4': True, 'cillium1': True, 'cillium2': False, 'cillium3': False}","{'cillium1': 0.3, 'cillium4': 0.4}","{'cillium1': 9.04, 'cillium4': 8.04}","{'cillium1': 1.22, 'cillium4': 4.29}",90,81.2
2024/07/22 09:56:24,"['cillium4', 'cillium1', 'cillium2', 'cillium3']","{'cillium1': 8.75, 'cillium4': 15.53}","{'cillium4': True, 'cillium1': True, 'cillium2': False, 'cillium3': False}","{'cillium1': 0.3, 'cillium4': 0.4}","{'cillium1': 9.23, 'cillium4': 7.35}","{'cillium1': 1.22, 'cillium4': 4.29}",90,81.2
2024/07/22 09:56:39,"['cillium4', 'cillium1', 'cillium2', 'cillium3']","{'cillium1': 8.93, 'cillium4': 15.57}","{'cillium4': True, 'cillium1': True, 'cillium2': False, 'cillium3': False}","{'cillium1': 0.3, 'cillium4': 0.4}","{'cillium1': 9.52, 'cillium4': 5.29}","{'cillium1': 1.22, 'cillium4': 4.29}",90,81.2
2024/07/22 09:56:55,"['cillium4', 'cillium1', 'cillium2', 'cillium3']","{'cillium1': 8.93, 'cillium4': 15.58}","{'cillium4': True, 'cillium1': True, 'cillium2': False, 'cillium3': False}","{'cillium1': 0.3, 'cillium4': 0.4}","{'cillium1': 8.25, 'cillium4': 5.29}","{'cillium1': 1.22, 'cillium4': 4.29}",90,81.2
