timestamp,active_node_status,power_usage,predicted_power_usage
2024/08/11 09:36:09,3,300,5414.4443
2024/08/11 09:36:14,3,300,5417.5127
2024/08/11 09:36:19,3,300,5405.269
2024/08/11 09:36:25,3,300,5411.626
2024/08/11 09:36:30,3,300,5404.896
2024/08/11 09:36:35,3,300,5396.224
2024/08/11 09:36:41,3,300,5404.4033
2024/08/11 09:36:46,3,300,5403.4707
2024/08/11 09:36:51,3,300,5395.142
2024/08/11 09:36:57,3,300,5398.4326
2024/08/11 09:37:02,3,300,5405.5894
2024/08/11 09:37:07,3,300,5409.125
2024/08/11 09:37:13,3,300,5402.166
2024/08/11 09:37:18,3,300,5412.1846
2024/08/11 09:37:24,3,300,5416.5527
2024/08/11 09:37:29,3,300,5385.3716
2024/08/11 09:37:34,3,300,5391.5215
2024/08/11 09:37:40,3,300,5411.457
2024/08/11 09:37:45,3,300,5418.369
2024/08/11 09:37:51,3,300,5335.3887
2024/08/11 09:37:56,3,300,5440.844
2024/08/11 09:38:01,3,300,5408.0923
2024/08/11 09:38:07,3,300,5412.4736
2024/08/11 09:38:12,3,300,5424.3984
2024/08/11 09:38:18,3,300,5402.7583
2024/08/11 09:38:23,3,300,5394.411
2024/08/11 09:38:28,3,280,5381.0625
2024/08/11 09:38:34,3,300,5402.886
2024/08/11 09:38:39,3,300,5429.9688
2024/08/11 09:38:44,3,300,5388.961
2024/08/11 09:38:50,3,300,5392.417
2024/08/11 09:38:55,3,300,5406.7744
2024/08/11 09:39:00,3,300,5420.524
2024/08/11 09:39:06,3,300,5404.7563
2024/08/11 09:39:11,3,300,5394.4194
2024/08/11 09:39:17,3,300,5403.952
2024/08/11 09:39:22,3,300,5398.911
2024/08/11 09:39:27,3,300,5394.5576
2024/08/11 09:39:33,3,320,5418.7266
2024/08/11 09:39:38,3,300,5388.622
2024/08/11 09:39:44,3,320,5411.503
2024/08/11 09:39:49,3,300,5413.9395
2024/08/11 09:39:54,3,300,5388.181
2024/08/11 09:40:00,3,300,5395.1074
2024/08/11 09:40:05,3,300,5408.278
2024/08/11 09:40:10,3,300,5420.3022
2024/08/11 09:40:16,3,300,5385.614
2024/08/11 09:40:21,3,300,5407.763
2024/08/11 09:40:26,3,300,5423.0903
2024/08/11 09:40:32,3,300,5395.034
2024/08/11 09:40:37,3,300,5368.7207
2024/08/11 09:40:43,3,300,5393.0566
2024/08/11 09:40:48,3,300,5402.1587
2024/08/11 09:40:53,3,300,5416.5127
2024/08/11 09:40:59,3,300,5437.3594
2024/08/11 09:41:04,3,300,5397.02
2024/08/11 09:41:09,3,300,5404.457
2024/08/11 09:41:15,3,300,5422.0654
2024/08/11 09:41:20,3,300,5385.913
2024/08/11 09:41:26,3,300,5430.024
2024/08/11 09:41:31,3,300,5415.4272
2024/08/11 09:41:36,3,300,5413.455
2024/08/11 09:41:42,3,300,5400.2925
2024/08/11 09:41:47,3,300,5387.7827
2024/08/11 09:41:52,3,300,5382.6255
2024/08/11 09:41:58,3,300,5424.9287
2024/08/11 09:42:03,3,300,5437.8687
2024/08/11 09:42:08,3,300,5418.1455
2024/08/11 09:42:14,3,300,5414.365
2024/08/11 09:42:19,3,300,5398.316
2024/08/11 09:42:25,3,300,5403.866
2024/08/11 09:42:30,3,280,5400.456
2024/08/11 09:42:35,3,300,5407.6094
2024/08/11 09:42:41,3,300,5410.637
2024/08/11 09:42:46,3,300,5387.66
2024/08/11 09:42:52,3,300,5421.077
2024/08/11 09:42:57,3,300,5418.327
2024/08/11 09:43:02,3,300,5389.071
2024/08/11 09:43:08,3,300,5406.937
2024/08/11 09:43:13,3,300,5419.6255
2024/08/11 09:43:18,3,280,5400.051
2024/08/11 09:43:24,3,300,5399.266
2024/08/11 09:43:29,3,300,5404.458
2024/08/11 09:43:34,3,300,5395.5444
2024/08/11 09:43:40,3,300,5418.4263
2024/08/11 09:43:45,3,300,5414.017
2024/08/11 09:43:51,3,300,5380.202
2024/08/11 09:43:56,3,300,5405.66
2024/08/11 09:44:01,3,300,5384.9136
2024/08/11 09:44:07,3,300,5427.669
2024/08/11 09:44:12,3,300,5409.195
2024/08/11 09:44:17,3,300,5409.4995
2024/08/11 09:44:23,3,300,5432.1636
2024/08/11 09:44:28,3,300,5403.385
2024/08/11 09:44:34,3,300,5403.949
2024/08/11 09:44:39,3,300,5411.621
2024/08/11 09:44:44,3,300,5400.765
2024/08/11 09:44:50,3,300,5403.2095
2024/08/11 09:44:55,3,300,5411.3057
2024/08/11 09:45:00,3,300,5404.983
2024/08/11 09:45:06,3,300,5415.61
2024/08/11 09:45:11,3,300,5397.795
2024/08/11 09:45:17,3,320,5399.307
2024/08/11 09:45:22,3,300,5438.8726
2024/08/11 09:45:27,3,300,5378.6245
2024/08/11 09:45:33,3,300,5400.872
2024/08/11 09:45:38,3,300,5430.1562
2024/08/11 09:45:44,3,300,5408.2656
2024/08/11 09:45:49,3,300,5403.9263
2024/08/11 09:45:54,3,300,5384.523
2024/08/11 09:46:00,3,300,5411.3667
2024/08/11 09:46:05,3,300,5429.677
2024/08/11 09:46:10,3,300,5428.7373
2024/08/11 09:46:16,3,320,5361.219
2024/08/11 09:46:21,3,300,5397.5576
2024/08/11 09:46:27,3,300,5435.9023
2024/08/11 09:46:32,3,300,5389.9033
2024/08/11 09:46:37,3,300,5358.704
2024/08/11 09:46:43,3,300,5433.0327
2024/08/11 09:46:48,3,300,5445.143
2024/08/11 09:46:54,3,300,5414.099
2024/08/11 09:46:59,3,300,5419.6113
2024/08/11 09:47:04,3,300,5390.587
2024/08/11 09:47:10,3,300,5377.628
2024/08/11 09:47:15,3,300,5431.2993
2024/08/11 09:47:20,3,300,5441.922
2024/08/11 09:47:26,3,300,5384.7607
2024/08/11 09:47:31,3,300,5395.5103
2024/08/11 09:47:36,3,300,5415.7783
2024/08/11 09:47:42,3,300,5400.392
2024/08/11 09:47:47,3,300,5390.7793
2024/08/11 09:47:53,3,300,5408.926
2024/08/11 09:47:58,3,300,5420.179
2024/08/11 09:48:03,3,300,5426.414
2024/08/11 09:48:09,3,300,5429.8345
2024/08/11 09:48:14,3,320,5415.342
2024/08/11 09:48:19,3,300,5384.4175
2024/08/11 09:48:25,3,300,5389.2227
2024/08/11 09:48:30,3,300,5411.417
2024/08/11 09:48:36,3,300,5377.493
2024/08/11 09:48:41,3,300,5417.894
2024/08/11 09:48:46,3,320,5395.174
2024/08/11 09:48:52,3,300,5403.9795
2024/08/11 09:48:57,3,300,5404.896
2024/08/11 09:49:02,3,300,5408.699
2024/08/11 09:49:08,3,300,5420.1445
2024/08/11 09:49:13,3,300,5414.503
2024/08/11 09:49:19,3,300,5410.8003
2024/08/11 09:49:24,3,300,5406.5205
2024/08/11 09:49:29,3,300,5375.387
2024/08/11 09:49:35,3,300,5375.8066
2024/08/11 09:49:40,3,300,5430.808
2024/08/11 09:49:46,3,300,5440.849
2024/08/11 09:49:51,3,300,5394.7593
2024/08/11 09:49:56,3,300,5424.814
2024/08/11 09:50:02,3,300,5416.9453
2024/08/11 09:50:07,3,300,5432.848
2024/08/11 09:50:12,3,300,5405.0186
2024/08/11 09:50:18,3,300,5391.2812
2024/08/11 09:50:23,3,300,5394.324
2024/08/11 09:50:29,3,300,5411.814
2024/08/11 09:50:34,3,300,5403.295
2024/08/11 09:50:39,3,300,5396.318
2024/08/11 09:50:45,3,300,5396.5522
2024/08/11 09:50:50,3,300,5411.972
2024/08/11 09:50:55,3,300,5448.9546
2024/08/11 09:51:01,3,320,5406.692
2024/08/11 09:51:06,3,300,5395.147
2024/08/11 09:51:12,3,300,5408.459
2024/08/11 09:51:17,3,300,5423.15
2024/08/11 09:51:22,3,300,5399.004
2024/08/11 09:51:28,3,300,5390.0474
2024/08/11 09:51:33,3,300,5406.924
2024/08/11 09:51:39,3,300,5422.9624
2024/08/11 09:51:44,3,300,5416.56
2024/08/11 09:51:49,3,300,5400.922
2024/08/11 09:51:55,3,300,5399.312
2024/08/11 09:52:00,3,300,5399.2427
2024/08/11 09:52:05,3,300,5401.6646
2024/08/11 09:52:11,3,300,5423.8877
2024/08/11 09:52:16,3,300,5393.871
2024/08/11 09:52:22,3,300,5403.2397
2024/08/11 09:52:27,3,300,5418.2324
2024/08/11 09:52:32,3,300,5402.9756
2024/08/11 09:52:38,3,300,5425.833
2024/08/11 09:52:43,3,300,5414.1553
2024/08/11 09:52:49,3,320,5413.5293
2024/08/11 09:52:54,3,300,5404.7593
2024/08/11 09:52:59,3,300,5396.377
2024/08/11 09:53:05,3,300,5407.901
2024/08/11 09:53:10,3,300,5422.9478
2024/08/11 09:53:15,3,300,5405.5083
2024/08/11 09:53:21,3,300,5409.7397
2024/08/11 09:53:26,3,320,5375.661
2024/08/11 09:53:32,3,320,5396.6724
2024/08/11 09:53:37,3,300,5420.7764
2024/08/11 09:53:42,3,300,5413.481
2024/08/11 09:53:48,3,300,5410.822
2024/08/11 09:53:53,3,300,5361.8193
2024/08/11 09:53:59,3,300,5412.3003
2024/08/11 09:54:04,3,300,5429.1855
2024/08/11 09:54:09,3,300,5422.1074
2024/08/11 09:54:15,3,280,5428.657
2024/08/11 09:54:20,3,300,5408.247
2024/08/11 09:54:26,3,300,5401.8887
2024/08/11 09:54:31,3,300,5397.7427
2024/08/11 09:54:36,3,300,5412.7256
2024/08/11 09:54:42,3,300,5383.2295
2024/08/11 09:54:47,3,300,5391.431
2024/08/11 09:54:52,3,300,5424.4097
2024/08/11 09:54:58,3,300,5396.3784
2024/08/11 09:55:03,3,300,5409.3843
2024/08/11 09:55:09,3,300,5414.847
2024/08/11 09:55:14,3,300,5412.678
2024/08/11 09:55:19,3,320,5396.83
2024/08/11 09:55:25,3,300,5370.1255
2024/08/11 09:55:30,3,300,5427.526
2024/08/11 09:55:36,3,300,5395.7266
2024/08/11 09:55:41,3,300,5400.0283
2024/08/11 09:55:46,3,300,5400.2676
2024/08/11 09:55:52,3,300,5414.0596
2024/08/11 09:55:57,3,300,5381.851
2024/08/11 09:56:02,3,300,5401.8213
2024/08/11 09:56:08,3,300,5434.444
2024/08/11 09:56:13,3,300,5395.538
2024/08/11 09:56:19,3,300,5416.114
2024/08/11 09:56:24,3,300,5428.608
2024/08/11 09:56:29,3,280,5407.6533
2024/08/11 09:56:35,3,300,5400.964
2024/08/11 09:56:40,3,300,5396.7104
2024/08/11 09:56:46,3,280,5406.512
2024/08/11 09:56:51,3,300,5412.2373
2024/08/11 09:56:56,3,300,5400.0654
2024/08/11 09:57:02,3,300,5388.2686
2024/08/11 09:57:07,3,300,5428.367
2024/08/11 09:57:12,3,300,5431.0166
2024/08/11 09:57:18,3,300,5378.1826
2024/08/11 09:57:23,3,300,5406.0317
2024/08/11 09:57:29,3,280,5431.572
2024/08/11 09:57:34,3,300,5406.05
2024/08/11 09:57:39,3,300,5386.8794
2024/08/11 09:57:45,3,300,5398.643
2024/08/11 09:57:50,3,300,5384.7314
2024/08/11 09:57:55,3,300,5446.453
2024/08/11 09:58:01,3,300,5413.4873
2024/08/11 09:58:06,3,320,5406.684
2024/08/11 09:58:11,3,300,5405.8135
2024/08/11 09:58:17,3,300,5383.209
2024/08/11 09:58:22,3,300,5407.016
2024/08/11 09:58:28,3,300,5424.5093
2024/08/11 09:58:33,3,300,5359.954
2024/08/11 09:58:38,3,300,5373.2036
2024/08/11 09:58:44,3,280,5374.812
2024/08/11 09:58:49,3,300,5314.572
2024/08/11 09:58:55,3,300,5259.589
2024/08/11 09:59:00,3,300,5243.339
2024/08/11 09:59:05,3,280,5202.3003
2024/08/11 09:59:11,3,300,5057.2856
2024/08/11 09:59:16,3,300,5079.9297
2024/08/11 09:59:21,3,300,5103.8037
2024/08/11 09:59:27,3,280,5078.3687
2024/08/11 09:59:32,3,280,5057.104
2024/08/11 09:59:37,3,280,5052.5557
2024/08/11 09:59:43,3,280,5006.3125
2024/08/11 09:59:48,3,280,4989.5522
2024/08/11 09:59:54,3,300,4962.2275
2024/08/11 09:59:59,3,280,4859.399
2024/08/11 10:00:04,3,280,4807.37
2024/08/11 10:00:10,3,270,4767.8145
2024/08/11 10:00:15,3,260,4678.7715
2024/08/11 10:00:21,3,280,4701.511
2024/08/11 10:00:26,3,260,4671.6377
2024/08/11 10:00:31,3,250,4671.387
2024/08/11 10:00:37,3,230,4668.498
2024/08/11 10:00:42,3,240,4660.078
2024/08/11 10:00:47,3,230,4660.96
2024/08/11 10:00:53,3,230,4676.576
2024/08/11 10:00:58,3,230,4686.313
2024/08/11 10:01:04,3,230,4697.154
2024/08/11 10:01:09,3,230,4687.5493
2024/08/11 10:01:14,3,230,4682.4863
2024/08/11 10:01:20,3,230,4666.516
2024/08/11 10:01:25,3,230,4679.4844
2024/08/11 10:01:30,3,230,4709.468
2024/08/11 10:01:36,3,230,4669.3877
2024/08/11 10:01:41,3,230,4667.3115
2024/08/11 10:01:46,3,230,4690.2905
2024/08/11 10:01:52,3,230,4695.508
2024/08/11 10:01:57,3,230,4692.9033
2024/08/11 10:02:03,3,230,4688.477
2024/08/11 10:02:08,3,230,4702.095
2024/08/11 10:02:13,3,230,4689.734
2024/08/11 10:02:19,3,230,4674.819
2024/08/11 10:02:24,3,250,4678.2734
2024/08/11 10:02:29,3,230,4675.792
2024/08/11 10:02:35,3,250,4692.5005
2024/08/11 10:02:40,3,230,4687.7847
2024/08/11 10:02:45,3,250,4696.987
2024/08/11 10:02:51,3,250,4690.316
2024/08/11 10:02:56,3,250,4690.8047
2024/08/11 10:03:02,3,230,4691.3203
2024/08/11 10:03:07,3,230,4678.13
2024/08/11 10:03:12,3,250,4680.5854
2024/08/11 10:03:18,3,230,4683.0757
2024/08/11 10:03:23,3,230,4686.716
2024/08/11 10:03:28,3,230,4691.762
2024/08/11 10:03:34,3,230,4684.979
2024/08/11 10:03:39,3,230,4686.3374
2024/08/11 10:03:44,3,230,4687.449
2024/08/11 10:03:50,3,230,4691.2324
2024/08/11 10:03:55,3,250,4680.714
2024/08/11 10:05:34,3,230,4690.974
2024/08/11 10:05:40,3,230,4693.3813
2024/08/11 10:05:45,3,170,4693.3813
2024/08/11 10:05:50,1,170,173.3211
2024/08/11 10:05:56,1,170,174.31686
2024/08/11 10:06:01,1,170,173.0594
2024/08/11 10:06:06,1,170,172.97052
2024/08/11 10:06:12,1,170,173.14008
2024/08/11 10:06:17,1,160,173.024
2024/08/11 10:06:22,1,160,174.50851
2024/08/11 10:06:28,1,170,175.2868
2024/08/11 10:06:33,1,170,172.35854
2024/08/11 10:06:39,1,170,173.69191
2024/08/11 10:06:44,1,170,174.44072
2024/08/11 10:06:49,1,160,172.98856
2024/08/11 10:06:55,1,160,173.3842
2024/08/11 10:07:00,1,170,173.38918
2024/08/11 10:07:06,1,160,173.47322
2024/08/11 10:07:11,1,160,174.6755
2024/08/11 10:07:16,1,170,174.49019
2024/08/11 10:07:22,1,160,175.77728
2024/08/11 10:07:27,1,170,174.83028
2024/08/11 10:07:32,1,160,173.98737
2024/08/11 10:07:38,1,160,174.30513
2024/08/11 10:07:43,1,160,174.3046
2024/08/11 10:07:49,1,160,173.78658
2024/08/11 10:07:54,1,160,174.2127
2024/08/11 10:07:59,1,170,174.38834
2024/08/11 10:08:05,1,160,174.08891
2024/08/11 10:08:10,1,160,174.97758
2024/08/11 10:08:15,1,160,174.57689
2024/08/11 10:08:21,1,160,173.8437
2024/08/11 10:08:26,1,160,174.19565
2024/08/11 10:08:32,1,170,173.1408
2024/08/11 10:08:37,1,240,201.16278
2024/08/11 10:08:42,1,250,229.63228
2024/08/11 10:08:48,1,260,221.70114
2024/08/11 10:08:53,1,280,220.28206
2024/08/11 10:08:59,1,280,220.46275
2024/08/11 10:09:04,1,280,218.94467
2024/08/11 10:09:09,1,280,218.95801
2024/08/11 10:09:15,1,280,223.45285
2024/08/11 10:09:20,1,280,183.34932
2024/08/11 10:09:25,1,280,183.36765
2024/08/11 10:09:31,1,300,183.73112
2024/08/11 10:09:36,1,280,183.98851
2024/08/11 10:09:42,1,280,183.81383
2024/08/11 10:09:47,1,280,173.99826
2024/08/11 10:09:52,1,280,174.23694
2024/08/11 10:09:58,1,260,174.04398
2024/08/11 10:10:03,1,280,174.003
2024/08/11 10:10:09,1,280,175.65907
2024/08/11 10:10:14,1,280,172.89485
2024/08/11 10:10:19,1,280,176.80057
2024/08/11 10:10:25,1,280,176.71465
2024/08/11 10:10:30,1,300,176.75069
2024/08/11 10:10:35,1,280,178.15144
2024/08/11 10:10:41,1,280,179.35437
2024/08/11 10:10:46,1,280,187.9295
2024/08/11 10:10:51,1,300,188.4723
2024/08/11 10:10:57,1,280,188.23557
2024/08/11 10:11:02,1,280,187.61916
2024/08/11 10:11:08,1,280,187.07848
2024/08/11 10:11:13,1,300,187.30003
2024/08/11 10:11:18,1,280,197.2805
2024/08/11 10:11:24,1,300,197.19756
2024/08/11 10:11:29,1,280,196.96582
2024/08/11 10:11:35,1,280,196.95818
2024/08/11 10:11:40,1,300,196.93929
2024/08/11 10:11:45,1,280,197.19023
2024/08/11 10:11:51,1,280,200.86653
2024/08/11 10:11:56,1,280,201.11978
2024/08/11 10:12:01,1,300,200.90135
2024/08/11 10:12:07,1,280,200.88272
2024/08/11 10:12:12,1,280,201.0447
2024/08/11 10:12:17,1,300,206.7617
2024/08/11 10:12:23,1,280,206.90565
2024/08/11 10:12:28,1,280,206.77455
2024/08/11 10:12:34,1,280,206.7484
2024/08/11 10:12:39,1,280,206.48265
2024/08/11 10:12:44,1,280,206.45818
2024/08/11 10:12:50,1,280,203.85452
2024/08/11 10:12:55,1,280,203.20775
2024/08/11 10:13:01,1,280,204.52731
2024/08/11 10:13:06,1,280,204.10143
2024/08/11 10:13:11,1,280,203.33585
2024/08/11 10:13:17,1,300,202.23099
2024/08/11 10:13:22,1,280,202.32695
2024/08/11 10:13:27,1,260,202.42935
2024/08/11 10:13:33,1,300,202.2998
2024/08/11 10:13:38,1,280,202.06311
2024/08/11 10:13:43,1,300,202.28186
2024/08/11 10:13:49,1,280,198.59425
2024/08/11 10:13:54,1,280,199.56343
2024/08/11 10:14:00,1,300,198.91537
2024/08/11 10:14:05,1,300,198.82294
2024/08/11 10:14:10,1,280,198.76228
2024/08/11 10:14:16,1,280,201.9457
2024/08/11 10:14:21,1,310,201.58566
2024/08/11 10:14:26,1,280,202.05199
2024/08/11 10:14:32,1,280,202.02461
2024/08/11 10:14:37,1,280,201.79178
2024/08/11 10:14:42,1,280,201.63591
2024/08/11 10:14:48,1,300,202.47604
2024/08/11 10:14:53,1,280,202.06006
2024/08/11 10:14:59,1,280,202.44122
2024/08/11 10:15:04,1,280,202.25746
2024/08/11 10:15:09,1,280,201.83385
2024/08/11 10:15:15,1,300,202.09863
2024/08/11 10:15:20,1,280,198.79364
2024/08/11 10:15:25,1,280,199.03679
2024/08/11 10:15:31,1,280,199.05302
2024/08/11 10:15:36,1,280,199.95322
2024/08/11 10:15:42,1,300,200.43846
2024/08/11 10:15:47,1,290,202.3926
2024/08/11 10:15:52,1,280,202.45724
2024/08/11 10:15:58,1,280,201.57185
2024/08/11 10:16:03,1,300,200.82788
2024/08/11 10:16:09,1,280,202.60043
2024/08/11 10:16:14,1,280,203.41057
2024/08/11 10:16:19,1,260,207.69965
2024/08/11 10:16:25,1,290,208.72704
2024/08/11 10:16:30,1,290,210.7237
2024/08/11 10:16:35,1,270,210.39107
2024/08/11 10:16:41,1,290,210.20639
2024/08/11 10:16:46,1,290,205.93037
2024/08/11 10:16:52,1,270,205.81082
2024/08/11 10:16:57,1,280,206.28363
2024/08/11 10:17:02,1,290,206.82484
2024/08/11 10:17:08,1,260,206.8297
2024/08/11 10:17:13,1,290,206.76282
2024/08/11 10:17:18,1,260,205.84988
2024/08/11 10:17:24,1,280,205.78922
2024/08/11 10:17:29,1,290,205.92802
2024/08/11 10:17:35,1,280,206.82271
2024/08/11 10:17:40,1,290,206.15906
2024/08/11 10:17:45,1,290,205.94212
2024/08/11 10:17:51,1,290,202.90413
2024/08/11 10:17:56,1,270,202.74133
2024/08/11 10:18:01,1,280,202.75844
2024/08/11 10:18:07,1,270,202.57625
2024/08/11 10:18:12,1,290,202.70627
2024/08/11 10:18:17,1,290,203.37527
2024/08/11 10:18:23,1,260,203.50694
2024/08/11 10:18:28,1,290,202.71446
2024/08/11 10:18:34,1,290,202.83243
2024/08/11 10:18:39,1,290,203.0059
2024/08/11 10:18:44,1,290,202.63814
2024/08/11 10:18:50,1,290,202.68938
2024/08/11 10:18:55,1,290,202.94385
2024/08/11 10:19:00,1,290,202.94614
2024/08/11 10:19:06,1,290,204.5673
2024/08/11 10:19:11,1,270,203.13705
2024/08/11 10:19:17,1,260,202.31885
2024/08/11 10:19:22,1,270,202.33559
2024/08/11 10:19:27,1,290,202.43672
2024/08/11 10:19:33,1,270,202.37599
2024/08/11 10:19:38,1,290,202.30443
2024/08/11 10:19:44,1,260,202.49104
2024/08/11 10:19:49,1,290,202.42155
2024/08/11 10:19:54,1,290,202.45795
2024/08/11 10:20:00,1,260,202.62071
2024/08/11 10:20:05,1,260,202.39655
2024/08/11 10:20:10,1,290,203.31189
2024/08/11 10:20:16,1,270,199.41649
2024/08/11 10:20:21,1,270,199.16634
2024/08/11 10:20:27,1,290,199.28473
2024/08/11 10:20:32,1,270,199.11317
2024/08/11 10:20:37,1,290,199.50525
2024/08/11 10:20:43,1,270,199.35655
2024/08/11 10:20:48,1,290,202.49162
2024/08/11 10:20:53,1,270,203.85814
2024/08/11 10:20:59,1,290,203.671
2024/08/11 10:21:04,1,290,202.86876
2024/08/11 10:21:10,1,270,202.93553
2024/08/11 10:21:15,1,290,202.34962
2024/08/11 10:21:20,1,290,202.21289
2024/08/11 10:21:26,1,270,202.35493
2024/08/11 10:21:31,1,270,202.27933
2024/08/11 10:21:37,1,290,202.18407
2024/08/11 10:21:42,1,270,202.874
2024/08/11 10:21:47,1,270,203.53706
2024/08/11 10:21:53,1,290,202.8414
2024/08/11 10:21:58,1,290,203.1384
2024/08/11 10:22:04,1,290,203.22995
2024/08/11 10:22:09,1,290,203.19244
2024/08/11 10:22:14,1,290,203.61977
2024/08/11 10:22:20,1,270,202.21378
2024/08/11 10:22:25,1,290,201.9846
2024/08/11 10:22:30,1,270,202.03001
2024/08/11 10:22:36,1,290,203.04787
2024/08/11 10:22:41,1,260,202.9575
2024/08/11 10:22:46,1,280,201.90085
2024/08/11 10:22:52,1,290,202.00407
2024/08/11 10:22:57,1,290,202.04625
2024/08/11 10:23:03,1,280,202.27478
2024/08/11 10:23:08,1,290,202.19676
2024/08/11 10:23:13,1,280,201.81476
2024/08/11 10:23:19,1,290,198.7775
2024/08/11 10:23:24,1,290,199.13554
2024/08/11 10:23:29,1,290,199.03851
2024/08/11 10:23:35,1,290,200.21043
2024/08/11 10:23:40,1,290,199.07918
2024/08/11 10:23:46,1,280,201.86479
2024/08/11 10:23:51,1,260,202.05704
2024/08/11 10:23:56,1,270,202.03607
2024/08/11 10:24:02,1,280,201.98743
2024/08/11 10:24:07,1,260,202.012
2024/08/11 10:24:13,1,290,202.28047
2024/08/11 10:24:18,1,270,206.27855
2024/08/11 10:24:23,1,290,205.89876
2024/08/11 10:24:29,1,280,205.21101
2024/08/11 10:24:34,1,290,205.36305
2024/08/11 10:24:39,1,290,205.12445
2024/08/11 10:24:45,1,270,205.31244
2024/08/11 10:24:50,1,290,205.31519
2024/08/11 10:24:55,1,290,205.11993
2024/08/11 10:25:01,1,290,205.8787
2024/08/11 10:25:06,1,300,205.84116
2024/08/11 10:25:12,1,280,206.48235
2024/08/11 10:25:17,1,280,205.90546
2024/08/11 10:25:22,1,290,205.27145
2024/08/11 10:25:28,1,270,205.21216
2024/08/11 10:25:33,1,290,205.11789
2024/08/11 10:25:38,1,290,204.98544
